,subject,age_group,age_num,run,z,scaled_accuracy,distance
417,228,Adults,24.5,6,-0.400547408,78.44307119,6.665566667
418,232,Adults,25.25,1,0.609180135,69.44966472,9.688408333
419,232,Adults,25.25,2,0.283852657,81.76489024,5.739508333
420,232,Adults,25.25,3,-0.668437163,86.15974836,4.2691
421,232,Adults,25.25,4,0.312582243,68.06876362,10.220125
422,232,Adults,25.25,5,-0.051122696,86.75356601,4.166208333
423,232,Adults,25.25,6,-0.12018585,82.03293162,5.584983333
424,302,Adults,33.42,1,1.061372969,69.99555872,9.391375
425,302,Adults,33.42,2,-0.275776582,72.91413392,8.544366667
426,302,Adults,33.42,3,-0.826917445,82.56972152,5.429091667
427,302,Adults,33.42,4,0.707081793,71.45179127,9.136208333
428,302,Adults,33.42,5,-0.529111371,75.06746869,7.933283333
429,302,Adults,33.42,6,0.347445645,76.91294817,7.161733333
