Subject,AgeGroup,Run,Item,PC1,PC2
324,6-9yo,2,1,-5.8340096,-3.95664
324,6-9yo,3,1,-5.287418,2.3031144
324,6-9yo,4,1,4.8736424,0.03841575
324,6-9yo,5,1,-4.7682996,-0.66309345
324,6-9yo,6,1,5.323388,-3.4925952
324,6-9yo,1,2,-4.190521,4.410542
324,6-9yo,2,2,-1.5775774,5.236677
324,6-9yo,3,2,3.5019956,5.8577185
324,6-9yo,4,2,-3.7562087,-4.1083994
324,6-9yo,5,2,0.9624795,7.4827743
324,6-9yo,6,2,-4.22833,-0.5324644
324,6-9yo,1,3,-0.9975102,-4.0791106
324,6-9yo,2,3,6.893131,-2.2210026
324,6-9yo,3,3,6.3567286,-4.1765833
324,6-9yo,4,3,-3.587776,4.237864
324,6-9yo,5,3,-5.2880445,-3.5915542
324,6-9yo,6,3,3.3991618,4.361947
324,6-9yo,1,4,9.713584,0.906909
324,6-9yo,2,4,0.51845556,0.9409671
324,6-9yo,3,4,-4.571308,-3.9842477
324,6-9yo,4,4,2.4703403,-0.16788085
324,6-9yo,5,4,9.093865,-3.228126
324,6-9yo,6,4,-4.494217,-0.33688748
239,10-12yo,1,1,-0.50137115,5.9427733
239,10-12yo,2,1,6.8833013,0.90216345
239,10-12yo,3,1,-5.0689273,-3.6766372
239,10-12yo,4,1,9.590845,2.611423
239,10-12yo,5,1,-2.0356588,0.52867603
239,10-12yo,6,1,6.288525,-0.79611474
239,10-12yo,1,2,6.9524255,-3.0848913
239,10-12yo,2,2,-4.6626644,-2.6103132
239,10-12yo,3,2,7.5616007,-2.2755709
239,10-12yo,4,2,-2.590188,-5.1982627
239,10-12yo,5,2,-5.721754,-3.1912413
239,10-12yo,6,2,-1.8386586,4.025539
239,10-12yo,1,3,-0.1004939,1.0044461
