Subject,AgeGroup,Run,Item,PC1,PC2
322,10-12yo,1,4,-14.2512455,-8.111923
322,10-12yo,2,4,-10.307702,16.789797
322,10-12yo,3,4,6.6161003,16.707714
327,10-12yo,1,1,8.811973,13.161147
327,10-12yo,2,1,-12.948061,-6.727461
327,10-12yo,3,1,11.330996,-1.2352563
327,10-12yo,1,2,-11.085456,-1.6665783
327,10-12yo,2,2,-2.5366852,11.524552
327,10-12yo,3,2,-10.394583,12.316375
327,10-12yo,1,3,-13.405437,-1.5737661
327,10-12yo,2,3,23.291107,-3.065241
327,10-12yo,3,3,-10.68534,-12.236762
327,10-12yo,1,4,15.678919,-9.920802
327,10-12yo,2,4,-7.806364,-1.7318473
327,10-12yo,3,4,9.748927,1.1556453
314,10-12yo,1,1,20.416698,5.7756667
314,10-12yo,2,1,3.4021542,6.322969
314,10-12yo,3,1,19.195278,-10.593172
314,10-12yo,1,2,3.8770041,-9.3190975
314,10-12yo,2,2,13.546323,-6.805435
314,10-12yo,3,2,12.7927475,12.718775
314,10-12yo,1,3,-10.00547,-7.2758236
314,10-12yo,2,3,-12.02122,-10.298076
314,10-12yo,3,3,-14.736705,1.5753952
314,10-12yo,1,4,-14.288232,10.819247
314,10-12yo,2,4,-4.927258,10.780545
314,10-12yo,3,4,-17.251316,-3.7009923
336,10-12yo,1,1,-12.358339,-7.005381
336,10-12yo,2,1,-4.392279,-1.6622782
336,10-12yo,3,1,-3.3736594,11.428441
336,10-12yo,1,2,15.26974,-2.8778987
336,10-12yo,2,2,19.340437,0.76479536
336,10-12yo,3,2,-12.283102,-0.8886283
336,10-12yo,1,3,1.2884715,-0.20434967
336,10-12yo,2,3,-8.328814,9.448505
336,10-12yo,3,3,-2.2743943,-10.721396
336,10-12yo,1,4,-4.1998763,10.087626
336,10-12yo,2,4,-6.6193433,-8.551024
336,10-12yo,3,4,17.931158,0.18157548
250,10-12yo,1,1,9.112218,3.8998475
250,10-12yo,2,1,-6.473994,-4.011192
250,10-12yo,3,1,-5.534273,5.2923403
250,10-12yo,1,2,5.54734,-5.7266793
250,10-12yo,2,2,-8.526257,-2.3932078
250,10-12yo,3,2,-10.150693,-8.733897
250,10-12yo,1,3,-7.964836,-6.6621475
250,10-12yo,2,3,0.8452402,10.295282
250,10-12yo,3,3,13.420867,-6.019475
250,10-12yo,1,4,-6.6947203,8.4889765
250,10-12yo,2,4,14.155007,-3.890885
250,10-12yo,3,4,2.264102,9.461027
310,10-12yo,1,1,3.739179,-1.0636666
