Subject,AgeGroup,Run,Item,PC1,PC2
343,6-9yo,6,2,-1.2292701,-3.2602289
343,6-9yo,1,3,-7.6459723,-6.562307
343,6-9yo,2,3,0.800234,5.540391
343,6-9yo,3,3,2.1669385,-3.126265
343,6-9yo,4,3,-4.0393686,-4.0846386
343,6-9yo,5,3,-6.3873777,-3.2310748
343,6-9yo,6,3,4.7548604,1.4192132
343,6-9yo,1,4,-0.1436489,7.438378
343,6-9yo,2,4,-3.8732212,-4.00398
343,6-9yo,3,4,-4.349623,5.1283083
343,6-9yo,4,4,2.9807792,7.5753284
343,6-9yo,5,4,-1.2317265,5.8637166
343,6-9yo,6,4,-3.2505953,3.444547
273,6-9yo,1,1,-0.72801536,7.897195
273,6-9yo,2,1,-0.001015983,-3.8602605
273,6-9yo,3,1,-5.537742,10.863688
273,6-9yo,4,1,-8.693613,-10.044997
273,6-9yo,5,1,-6.0396595,7.758316
273,6-9yo,6,1,-5.1315746,-4.2514234
273,6-9yo,1,2,-7.2132597,-4.5275116
273,6-9yo,2,2,-1.0600055,8.571445
273,6-9yo,3,2,-6.8914127,-1.6591977
273,6-9yo,4,2,2.9507194,1.7770485
273,6-9yo,5,2,-1.4547944,-2.3526378
273,6-9yo,6,2,8.316614,0.5177426
273,6-9yo,1,3,11.844295,-2.5439754
273,6-9yo,2,3,-9.80766,-2.9157119
273,6-9yo,3,3,16.794605,0.4037968
273,6-9yo,4,3,12.355632,-1.9979126
273,6-9yo,5,3,-3.9747553,-6.826862
273,6-9yo,6,3,0.5228099,-2.902253
273,6-9yo,1,4,-3.9030182,-0.82570904
273,6-9yo,2,4,10.868687,-1.7954751
273,6-9yo,3,4,-4.365452,-9.608287
273,6-9yo,4,4,-6.6127396,10.265861
273,6-9yo,5,4,11.46921,1.4211841
273,6-9yo,6,4,-3.707849,6.6359305
324,6-9yo,1,1,-5.7876287,0.8773313
324,6-9yo,2,1,-6.357216,-2.5231514
324,6-9yo,3,1,2.724674,-0.73335975
324,6-9yo,4,1,-4.5503707,-3.005862
324,6-9yo,5,1,-2.6069608,-4.211992
324,6-9yo,6,1,5.53015,-3.8041713
324,6-9yo,1,2,-5.0368733,-4.438957
324,6-9yo,2,2,0.80835915,5.8061047
324,6-9yo,3,2,-4.227945,6.181918
324,6-9yo,4,2,6.204863,-0.9324948
324,6-9yo,5,2,9.87879,0.34566304
324,6-9yo,6,2,-5.471094,-0.032959506
324,6-9yo,1,3,-0.68907595,4.7766533
324,6-9yo,2,3,6.6147227,-3.1550736
324,6-9yo,3,3,-5.0567746,-5.49873
324,6-9yo,4,3,-1.4020325,6.000067
324,6-9yo,5,3,-3.6100872,-4.601941
324,6-9yo,6,3,4.9899397,4.007495
324,6-9yo,1,4,11.51358,-1.215028
324,6-9yo,2,4,-1.0658661,-0.12787832
324,6-9yo,3,4,6.5600452,0.050172217
324,6-9yo,4,4,-0.2524604,-2.061711
324,6-9yo,5,4,-3.661744,8.46827
324,6-9yo,6,4,-5.0489945,-0.17036165
239,10-12yo,1,1,7.7020464,-3.2630591
239,10-12yo,2,1,7.026337,-0.37412027
239,10-12yo,3,1,-7.097083,-4.268985
239,10-12yo,4,1,10.590578,2.0683033
239,10-12yo,5,1,-2.484332,-0.7258695
239,10-12yo,6,1,6.895506,-0.66362923
239,10-12yo,1,2,-6.8969727,-4.3520417
239,10-12yo,2,2,-4.6730423,-4.1160617
239,10-12yo,3,2,8.389429,-2.2510285
239,10-12yo,4,2,-3.7655358,-5.399574
239,10-12yo,5,2,-6.1464367,-2.5616922
239,10-12yo,6,2,-2.4748445,4.1888895
239,10-12yo,1,3,-0.16524392,-0.023875467
239,10-12yo,2,3,-3.580694,4.5999694
239,10-12yo,3,3,-4.189079,4.276043
