Subject,AgeGroup,Run,Item,PC1,PC2,PC3
280,6-9yo,6,2,-3.0427694,-2.0941687,-0.76417553
280,6-9yo,1,3,5.628805,-0.07267473,-1.4824642
280,6-9yo,2,3,1.8804926,5.129491,-0.37845105
280,6-9yo,3,3,-5.897326,-2.7023532,-0.5661226
280,6-9yo,4,3,9.94794,0.18441553,-0.9329167
280,6-9yo,5,3,-1.7706796,4.0258956,0.693516
280,6-9yo,6,3,-1.798336,0.25128856,1.1876935
280,6-9yo,1,4,1.0086032,-1.4296826,2.5649009
280,6-9yo,2,4,-5.5497684,-1.1008794,-2.080676
280,6-9yo,3,4,-0.5163742,2.0382292,3.2013178
280,6-9yo,4,4,-5.059125,-3.8939223,-2.8507032
280,6-9yo,5,4,4.516654,0.4499971,-1.3318472
280,6-9yo,6,4,0.7247241,3.9821744,-0.45818996
329,6-9yo,1,1,3.6541848,-2.0759797,0.4415567
329,6-9yo,2,1,-3.6257253,-1.4832909,-0.9989887
329,6-9yo,3,1,-2.411644,-2.4658623,-1.5100539
329,6-9yo,4,1,-3.325629,-2.4190176,-1.2046106
329,6-9yo,5,1,-4.439242,-3.2701159,-0.3656693
329,6-9yo,6,1,-1.5737151,2.6786475,-0.22025344
329,6-9yo,1,2,-2.9785044,-1.3653425,-1.601913
329,6-9yo,2,2,2.0092351,-1.7037208,1.3591331
329,6-9yo,3,2,-2.5230184,-0.009623892,2.4442272
329,6-9yo,4,2,4.406662,-2.0443354,-0.04179091
329,6-9yo,5,2,4.992228,-0.47545934,-1.6649469
329,6-9yo,6,2,-1.1978091,-0.9213854,2.006529
329,6-9yo,1,3,1.7343737,2.850359,-0.86581653
329,6-9yo,2,3,3.931565,0.86820084,-1.1504807
329,6-9yo,3,3,-0.91902894,3.0212085,-1.1802473
329,6-9yo,4,3,0.41832823,3.992369,-1.018477
329,6-9yo,5,3,-2.913504,3.9788847,-0.3593452
329,6-9yo,6,3,-2.416853,-1.607988,-1.4890672
329,6-9yo,1,4,-2.410054,0.5909625,2.0261724
329,6-9yo,2,4,-2.3150742,2.3188107,0.7903365
329,6-9yo,3,4,5.853691,-0.54572165,0.2460734
329,6-9yo,4,4,-1.4993618,0.47098652,2.2648783
329,6-9yo,5,4,2.360517,-0.23331046,2.3899622
329,6-9yo,6,4,5.1883764,-0.14927457,-0.29720923
253,6-9yo,1,1,6.614942,1.5660236,-2.4464934
253,6-9yo,2,1,0.545068,-3.8468127,2.8105197
253,6-9yo,3,1,-5.858668,-2.4665537,-2.5979917
253,6-9yo,4,1,-5.6741037,-3.3031332,-2.6308472
253,6-9yo,5,1,-1.7990956,3.1779218,-1.5242387
253,6-9yo,6,1,-0.5884203,0.82656425,2.8552196
253,6-9yo,1,2,1.6844913,-3.4432828,4.217638
253,6-9yo,2,2,7.1401176,3.1238065,-0.4821078
253,6-9yo,3,2,6.0613647,-2.440293,-2.3419056
253,6-9yo,4,2,-3.1607654,5.404966,2.0942826
253,6-9yo,5,2,5.333985,-1.2120697,-0.86104685
253,6-9yo,6,2,-4.5662475,-3.4691896,-0.90305823
253,6-9yo,1,3,-3.7761424,5.263232,1.4286569
253,6-9yo,2,3,-6.00131,4.398472,0.4656412
253,6-9yo,3,3,-0.0060868775,6.8523316,-0.2855866
253,6-9yo,4,3,2.970392,-3.6860218,3.9580178
253,6-9yo,5,3,-3.8407147,-3.0829918,-0.27036488
253,6-9yo,6,3,5.7148767,-2.2110288,-0.5636793
253,6-9yo,1,4,-4.5232916,-3.3859718,-3.199803
253,6-9yo,2,4,-1.6838751,-3.6754653,-2.7940547
253,6-9yo,3,4,-0.19660792,-1.9454831,5.2254844
253,6-9yo,4,4,5.864476,1.5841898,-3.4214516
253,6-9yo,5,4,0.30582595,1.1171386,2.6556504
253,6-9yo,6,4,-0.56020683,4.853654,-1.3884825
268,6-9yo,1,1,-1.73055,4.809602,-2.0015926
268,6-9yo,2,1,9.390968,-0.96386504,0.19535369
268,6-9yo,3,1,6.51251,-3.7070823,-0.738034
268,6-9yo,4,1,6.024934,-1.6598357,-1.8505113
268,6-9yo,5,1,-6.0692887,-4.094212,-0.17053795
268,6-9yo,6,1,1.1639485,-2.5852106,2.0530643
268,6-9yo,1,2,6.8407803,-1.6014096,-1.3827327
268,6-9yo,2,2,-3.854282,0.24663599,2.3472471
268,6-9yo,3,2,-0.59448636,4.419625,-4.1601787
268,6-9yo,4,2,-5.781482,0.18531434,-2.3276527
268,6-9yo,5,2,0.19667444,3.0548654,3.8099058
268,6-9yo,6,2,-3.901658,-1.5632956,-1.7496777
268,6-9yo,1,3,-5.0685844,-3.8083892,-1.2206364
268,6-9yo,2,3,-4.181321,-3.8834057,-1.3327316
268,6-9yo,3,3,-6.4126735,-3.9265966,0.012974246
268,6-9yo,4,3,-1.4519957,-3.4916828,2.7654443
